national_number,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical
086,I,Seel,Pawou,water,,Sea Lion Pokémon,50,50,1.1,90,190,5120,65,45,55,45,70,45,"['Thick Fat', 'Hydration', 'Ice Body (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
087,I,Dewgong,Jugon,water,ice,Sea Lion Pokémon,50,50,1.7,120,75,5120,90,70,80,70,95,70,"['Thick Fat', 'Hydration', 'Ice Body (Hidden Ability)']",1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,0.0,0.0,0.0
088,I,Grimer,Betbeter,poison,poison,Sludge Pokémon,50,50,0.9,30,190,5120,80,80,50,40,50,25,"['Stench', 'Sticky Hold', 'Poison Touch (Hidden) (Normal Forme)', 'Poison Touch- Gluttony', 'Power of Alchemy (Hidden)  (Alola Form)']",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.0,0.0,0.0
089,I,Muk,Betbeton,poison,poison,Sludge Pokémon,50,50,1.2,30,75,5120,105,105,75,65,100,50,"['Stench', 'Sticky Hold', 'Poison Touch (Hidden) (Normal Forme)', 'Poison Touch- Gluttony', 'Power of Alchemy (Hidden)  (Alola Form)']",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.0,0.0,0.0
090,I,Shellder,Shellder,water,,Bivalve Pokémon,50.2,49.8,0.3,4.0,190,5120,30,65,100,45,25,40,"['Shell Armor', 'Skill Link', 'Overcoat (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
091,I,Cloyster,Parshen,water,ice,Bivalve Pokémon,50.2,49.8,1.5,132.5,60,5120,50,95,180,85,45,70,"['Shell Armor', 'Skill Link', 'Overcoat (Hidden Ability)']",1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,0.0,0.0,0.0
092,I,Gastly,Ghos,ghost,poison,Gas Pokémon,50.2,49.8,1.3,0.1,190,5120,30,35,30,100,35,80,['Levitate'],0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5,0.0,0.0,0.0
093,I,Haunter,Ghost,ghost,poison,Gas Pokémon,50.2,49.8,1.6,0.1,90,5120,45,50,45,115,55,95,['Levitate'],0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5,0.0,0.0,0.0
094,I,Gengar,Gangar,ghost,poison,Shadow Pokémon,50.2,49.8,1.5,40.5,45,5120,60,65,60,130,75,110,['Cursed Body'],0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5,0.0,0.0,0.0
095,I,Onix,Iwark,rock,ground,Rock Snake Pokémon,50.2,49.8,8.8,210.0,45,6400,35,45,160,30,45,70,"['Rock Head', 'Sturdy', 'Weak Armor (Hidden Ability)']",0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0.0,0.0,0.0
096,I,Drowzee,Sleepe,psychic,,Hypnosis Pokémon,50,50,1,32.4,190,5120,60,48,45,43,90,42,"['Insomnia', 'Forewarn', 'Inner Focus (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,0.0
097,I,Hypno,Sleeper,psychic,,Hypnosis Pokémon,50,50,1.6,75.6,75,5120,85,73,70,73,115,67,"['Insomnia', 'Forewarn', 'Inner Focus (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,0.0
098,I,Krabby,Crab,water,,River Crab Pokémon,50.2,49.8,0.4,6.5,225,5120,30,105,90,25,25,50,"['Hyper Cutter', 'Shell Armor', 'Sheer Force (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
099,I,Kingler,Kingler,water,,Pincer Pokémon,50.2,49.8,1.3,60.0,60,5120,55,130,115,50,50,75,"['Hyper Cutter', 'Shell Armor', 'Sheer Force (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
100,I,Voltorb,Biriridama,electric,,Ball Pokémon,,,0.5,10.4,190,5120,40,30,50,55,55,100,"['Soundproof', 'Static', 'Aftermath (Hidden Ability)']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
101,I,Electrode,Marumine,electric,,Ball Pokémon,,,1.2,66.6,60,5120,60,50,70,80,80,150,"['Soundproof', 'Static', 'Aftermath (Hidden Ability)']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
102,I,Exeggcute,Tamatama,grass,psychic,Egg Pokémon,50.2,49.8,0.4,2.5,90,5120,60,40,80,60,45,40,"['Chlorophyll', 'Harvest (Hidden Ability)']",1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,0.0,0.0,0.0
103,I,Exeggutor,Nassy,grass,psychic,Coconut Pokémon,50.2,49.8,2.0,120.0,45,5120,95,95,85,125,75,55,"['Chlorophyll', 'Harvest (Hidden) (Normal Forme)', 'Frisk- Harvest (Hidden)  (Alola Form)']",1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,0.0,0.0,0.0
104,I,Cubone,Karakara,ground,,Lonely Pokémon,50.2,49.8,0.4,6.5,190,5120,50,50,95,40,50,35,"['Rock Head', 'Lightning Rod', 'Battle Armor (Hidden Ability)']",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.0,0.0,0.0
105,I,Marowak,Garagara,ground,fire,Bone Keeper Pokémon,50.2,49.8,1.0,45.0,75,5120,60,80,110,50,80,45,"['Rock Head', 'Lightning Rod', 'Battle Armor (Hidden) (Normal Forme)', 'Cursed Body- Lightning Rod', 'Rock Head (Hidden)  (Alola Form)']",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.0,0.0,0.0
106,I,Hitmonlee,Sawamular,fighting,,Kicking Pokémon,100,0,1.5,49.8,45,6400,50,120,53,35,110,87,"['Limber', 'Reckless', 'Unburden (Hidden Ability)']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.0,0.0,0.0
107,I,Hitmonchan,Ebiwalar,fighting,,Punching Pokémon,100,0,1.4,50.2,45,6400,50,105,79,35,110,76,"['Keen Eye', 'Iron Fist', 'Inner Focus (Hidden Ability)']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.0,0.0,0.0
108,I,Lickitung,Beroringa,normal,,Licking Pokémon,50.2,49.8,1.2,65.5,45,5120,90,55,75,60,75,30,"['Own Tempo', 'Oblivious', 'Cloud Nine (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
109,I,Koffing,Dogars,poison,,Poison Gas Pokémon,50.2,49.8,0.6,1.0,190,5120,40,65,95,60,45,35,"['Levitate', 'Neutralizing Gas', 'Stench (Hidden Ability)']",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.0,0.0,0.0
110,I,Weezing,Matadogas,poison,poison,Poison Gas Pokémon,50.2,49.8,1.2,9.5,60,5120,65,90,120,85,70,60,"['Levitate', 'Neutralizing Gas', 'Stench (Hidden) (Normal Forme)', 'Levitate- Neutralizing Gas', 'Misty Surge (Hidden)  (Galarian Form)']",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.0,0.0,0.0
111,I,Rhyhorn,Sihorn,ground,rock,Spikes Pokémon,50.2,49.8,1.0,115.0,120,5120,80,85,95,30,30,25,"['Lightning Rod', 'Rock Head', 'Reckless (Hidden Ability)']",0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0.0,0.0,0.0
112,I,Rhydon,Sidon,ground,rock,Drill Pokémon,50.2,49.8,1.9,120.0,60,5120,105,130,120,45,45,40,"['Lightning Rod', 'Rock Head', 'Reckless (Hidden Ability)']",0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0.0,0.0,0.0
113,I,Chansey,Lucky,normal,,Egg Pokémon,0,100,1.1,34.6,30,10240,250,5,5,35,105,50,"['Natural Cure', 'Serene Grace', 'Healer (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
114,I,Tangela,Monjara,grass,,Vine Pokémon,50.2,49.8,1.0,35.0,45,5120,65,55,115,100,40,60,"['Chlorophyll', 'Leaf Guard', 'Regenerator (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
115,I,Kangaskhan,Garura,normal,,Parent Pokémon,0,100,2.2,80.0,45,5120,105,95,80,40,80,90,"['Early Bird', 'Scrappy', 'Inner Focus (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
116,I,Horsea,Tattu,water,,Dragon Pokémon,50.2,49.8,0.4,8.0,225,5120,30,40,70,70,25,60,"['Swift Swim', 'Sniper', 'Damp (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
117,I,Seadra,Seadra,water,,Dragon Pokémon,50.2,49.8,1.2,25.0,75,5120,55,65,95,95,45,85,"['Poison Point', 'Sniper', 'Damp (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
118,I,Goldeen,Tosakinto,water,,Goldfish Pokémon,50.2,49.8,0.6,15.0,225,5120,45,67,60,35,50,63,"['Swift Swim', 'Water Veil', 'Lightning Rod (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
119,I,Seaking,Azumao,water,,Goldfish Pokémon,50.2,49.8,1.3,39.0,60,5120,80,92,65,65,80,68,"['Swift Swim', 'Water Veil', 'Lightning Rod (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
120,I,Staryu,Hitodeman,water,,Starshape Pokémon,,,0.8,34.5,225,5120,30,45,55,70,55,85,"['Illuminate', 'Natural Cure', 'Analytic (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
121,I,Starmie,Starmie,water,psychic,Mysterious Pokémon,,,1.1,80.0,60,5120,60,75,85,100,85,115,"['Illuminate', 'Natural Cure', 'Analytic (Hidden Ability)']",1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,0.0,0.0,0.0
122,I,Mr. Mime,Barrierd,psychic,fairy,Barrier Pokémon (Kantonian)Dancing Pokémon (Galarian),50.2,49.8,1.3,54.5,45,6400,40,45,65,100,120,90,"['Soundproof', 'Filter', 'Technician (Hidden) (Normal Forme)', 'Vital Spirit- Screen Cleaner', 'Ice Body (Hidden)  (Galarian Form)']",1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,0.0,0.0,0.0
123,I,Scyther,Strike,bug,flying,Mantis Pokémon,50.2,49.8,1.5,56.0,45,6400,70,110,80,55,80,105,"['Swarm', 'Technician', 'Steadfast (Hidden Ability)']",1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0.0,0.0,0.0
124,I,Jynx,Rougela,ice,psychic,Humanshape Pokémon,0,100,1.4,40.6,45,6400,65,50,35,115,95,95,"['Oblivious', 'Forewarn', 'Dry Skin (Hidden Ability)']",1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1,0.0,0.0,0.0
125,I,Electabuzz,Eleboo,electric,,Electric Pokémon,75.49,24.51,1.1,30.0,45,6400,65,83,57,95,85,105,"['Static', 'Vital Spirit (Hidden Ability)']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
126,I,Magmar,Boober,fire,,Spitfire Pokémon,75.49,24.51,1.3,44.5,45,6400,65,95,57,100,85,93,"['Flame Body', 'Vital Spirit (Hidden Ability)']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.0,0.0,0.0
127,I,Pinsir,Kailios,bug,,Stagbeetle Pokémon,50.2,49.8,1.5,55.0,45,6400,65,125,100,55,70,85,"['Hyper Cutter', 'Mold Breaker', 'Moxie (Hidden Ability)']",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.0,0.0,0.0
128,I,Tauros,Kentauros,normal,,Wild Bull Pokémon,100,0,1.4,88.4,45,5120,75,100,95,40,70,110,"['Intimidate', 'Anger Point', 'Sheer Force (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
129,I,Magikarp,Koiking,water,,Fish Pokémon,50.2,49.8,0.9,10.0,255,1280,20,10,55,15,20,80,"['Swift Swim', 'Rattled (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
130,I,Gyarados,Gyarados,water,flying,Atrocious Pokémon,50.2,49.8,6.5,235.0,45,1280,95,125,79,60,100,81,"['Intimidate', 'Moxie (Hidden Ability)']",1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0.0,0.0,0.0
131,I,Lapras,Laplace,water,ice,Transport Pokémon,50.2,49.8,2.5,220.0,45,10240,130,85,80,85,95,60,"['Water Absorb', 'Shell Armor', 'Hydration (Hidden Ability)']",1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,0.0,0.0,0.0
132,I,Ditto,Metamon,normal,,Transform Pokémon,,,0.3,4.0,35,5120,48,48,48,48,48,48,"['Limber', 'Imposter (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
133,I,Eevee,Eievui,normal,,Evolution Pokémon,88.14,11.86,0.3,6.5,45,8960,55,55,50,45,65,55,"['Run Away', 'Adaptability', 'Anticipation (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
134,I,Vaporeon,Showers,water,,Bubble Jet Pokémon,88.14,11.86,1.0,29.0,45,8960,130,65,60,110,95,65,"['Water Absorb', 'Hydration (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
135,I,Jolteon,Thunders,electric,,Lightning Pokémon,88.14,11.86,0.8,24.5,45,8960,65,65,60,110,95,130,"['Volt Absorb', 'Quick Feet (Hidden Ability)']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
136,I,Flareon,Booster,fire,,Flame Pokémon,88.14,11.86,0.9,25.0,45,8960,65,130,60,95,110,65,"['Flash Fire', 'Guts (Hidden Ability)']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.0,0.0,0.0
137,I,Porygon,Porygon,normal,,Virtual Pokémon,,,0.8,36.5,45,5120,65,60,70,85,75,40,"['Trace', 'Download', 'Analytic (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
138,I,Omanyte,Omnite,rock,water,Spiral Pokémon,88.14,11.86,0.4,7.5,45,7680,35,40,100,90,55,35,"['Swift Swim', 'Shell Armor', 'Weak Armor (Hidden Ability)']",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0.0,0.0,0.0
139,I,Omastar,Omstar,rock,water,Spiral Pokémon,88.14,11.86,1.0,35.0,45,7680,70,60,125,115,70,55,"['Swift Swim', 'Shell Armor', 'Weak Armor (Hidden Ability)']",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0.0,0.0,0.0
140,I,Kabuto,Kabuto,rock,water,Shellfish Pokémon,88.14,11.86,0.5,11.5,45,7680,30,80,90,55,45,55,"['Swift Swim', 'Battle Armor', 'Weak Armor (Hidden Ability)']",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0.0,0.0,0.0
141,I,Kabutops,Kabutops,rock,water,Shellfish Pokémon,88.14,11.86,1.3,40.5,45,7680,60,115,105,65,70,80,"['Swift Swim', 'Battle Armor', 'Weak Armor (Hidden Ability)']",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0.0,0.0,0.0
142,I,Aerodactyl,Ptera,rock,flying,Fossil Pokémon,88.14,11.86,1.8,59.0,45,8960,80,105,65,60,75,130,"['Rock Head', 'Pressure', 'Unnerve (Hidden Ability)']",0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,0.0,0.0,0.0
143,I,Snorlax,Kabigon,normal,,Sleeping Pokémon,88.14,11.86,2.1,460.0,25,10240,160,110,65,65,110,30,"['Immunity', 'Thick Fat', 'Gluttony (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
144,I,Articuno,Freezer,ice,flying,Freeze Pokémon (Kantonian)Cruel Pokémon (Galarian),,,1.7,55.4,3,20480,90,85,100,95,125,85,"['Pressure', 'Snow Cloak (Hidden) (Normal Forme)', 'Competitive (Galarian Form)']",1,2,1,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,1,1.0,0.0,0.0
145,I,Zapdos,Thunder,electric,flying,Electric Pokémon (Kantonian)Strong Legs Pokémon (Galarian),,,1.6,52.6,3,20480,90,90,85,125,90,100,"['Pressure', 'Static (Hidden) (Normal Forme)', 'Defiant (Galarian Form)']",1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,1.0,0.0,0.0
146,I,Moltres,Fire,fire,flying,Flame Pokémon (Kantonian)Malevolent Pokémon (Galarian),,,2.0,60.0,3,20480,90,100,90,125,85,90,"['Pressure', 'Flame Body (Hidden) (Normal Forme)', 'Berserk (Galarian Form)']",1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,1.0,0.0,0.0
147,I,Dratini,Miniryu,dragon,,Dragon Pokémon,50.2,49.8,1.8,3.3,45,10240,41,64,45,50,50,50,"['Shed Skin', 'Marvel Scale (Hidden Ability)']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0.0,0.0,0.0
148,I,Dragonair,Hakuryu,dragon,,Dragon Pokémon,50.2,49.8,4.0,16.5,45,10240,61,84,65,70,70,70,"['Shed Skin', 'Marvel Scale (Hidden Ability)']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0.0,0.0,0.0
149,I,Dragonite,Kairyu,dragon,flying,Dragon Pokémon,50.2,49.8,2.2,210.0,45,10240,91,134,95,100,100,80,"['Inner Focus', 'Multiscale (Hidden Ability)']",1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,0.0,0.0,0.0
150,I,Mewtwo,Mewtwo,psychic,,Genetic Pokémon,,,2.0,122.0,3,30720,106,110,90,154,90,130,"['Pressure', 'Unnerve (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,1.0,0.0
151,I,Mew,Mew,psychic,,New Species Pokémon,,,0.4,4.0,45,30720,100,100,100,100,100,100,['Synchronize'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,1.0
152,II,Chikorita,Chicorita,grass,,Leaf Pokémon,88.1,11.9,0.9,6.4,45,5120,45,49,65,49,65,45,"['Overgrow', 'Leaf Guard (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
153,II,Bayleef,Bayleaf,grass,,Leaf Pokémon,88.1,11.9,1.2,15.8,45,5120,60,62,80,63,80,60,"['Overgrow', 'Leaf Guard (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
154,II,Meganium,Meganium,grass,,Herb Pokémon,88.1,11.9,1.8,100.5,45,5120,80,82,100,83,100,80,"['Overgrow', 'Leaf Guard (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
155,II,Cyndaquil,Hinoarashi,fire,,Fire Mouse Pokémon,88.1,11.9,0.5,7.9,45,5120,39,52,43,60,50,65,"['Blaze', 'Flash Fire (Hidden Ability)']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.0,0.0,0.0
156,II,Quilava,Magmarashi,fire,,Volcano Pokémon,88.1,11.9,0.9,19,45,5120,58,64,58,80,65,80,"['Blaze', 'Flash Fire (Hidden Ability)']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.0,0.0,0.0
157,II,Typhlosion,Bakphoon,fire,,Volcano Pokémon,88.1,11.9,1.7,79.5,45,5120,78,84,78,109,85,100,"['Blaze', 'Flash Fire (Hidden Ability)']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.0,0.0,0.0
158,II,Totodile,Waninoko,water,,Big Jaw Pokémon,88.1,11.9,0.6,9.5,45,5120,50,65,64,44,48,43,"['Torrent', 'Sheer Force (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
159,II,Croconaw,Alligates,water,,Big Jaw Pokémon,88.1,11.9,1.1,25,45,5120,65,80,80,59,63,58,"['Torrent', 'Sheer Force (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
160,II,Feraligatr,Ordile,water,,Big Jaw Pokémon,88.1,11.9,2.3,88.8,45,5120,85,105,100,79,83,78,"['Torrent', 'Sheer Force (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
161,II,Sentret,Otachi,normal,,Scout Pokémon,50,50,0.8,6,255,3840,35,46,34,35,45,20,"['Run Away', 'Keen Eye', 'Frisk (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
162,II,Furret,Ootachi,normal,,Long Body Pokémon,50,50,1.8,32.5,90,3840,85,76,64,45,55,90,"['Run Away', 'Keen Eye', 'Frisk (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
163,II,Hoothoot,Hoho,normal,flying,Owl Pokémon,50.2,49.8,0.7,21.2,255,3840,60,30,30,36,56,50,"['Insomnia', 'Keen Eye', 'Tinted Lens (Hidden Ability)']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.0,0.0,0.0
164,II,Noctowl,Yorunozuku,normal,flying,Owl Pokémon,50.2,49.8,1.6,40.8,90,3840,100,50,50,86,96,70,"['Insomnia', 'Keen Eye', 'Tinted Lens (Hidden Ability)']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.0,0.0,0.0
165,II,Ledyba,Rediba,bug,flying,Five Star Pokémon,50,50,1,10.8,255,3840,40,20,30,40,80,55,"['Swarm', 'Early Bird', 'Rattled (Hidden Ability)']",1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0.0,0.0,0.0
166,II,Ledian,Redian,bug,flying,Five Star Pokémon,50,50,1.4,35.6,90,3840,55,35,50,55,110,85,"['Swarm', 'Early Bird', 'Iron Fist (Hidden Ability)']",1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0.0,0.0,0.0
167,II,Spinarak,Itomaru,bug,poison,String Spit Pokémon,50,50,0.5,8.5,255,3840,40,60,40,40,40,30,"['Swarm', 'Insomnia', 'Sniper (Hidden Ability)']",1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0.0,0.0,0.0
168,II,Ariados,Ariados,bug,poison,Long Leg Pokémon,50,50,1.1,33.5,90,3840,70,90,70,60,70,40,"['Swarm', 'Insomnia', 'Sniper (Hidden Ability)']",1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0.0,0.0,0.0
169,II,Crobat,Crobat,poison,flying,Bat Pokémon,50.2,49.8,1.8,75.0,90,3840,85,90,80,70,80,130,"['Inner Focus', 'Infiltrator (Hidden Ability)']",1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,0.5,0.0,0.0,0.0
170,II,Chinchou,Chonchie,water,electric,Angler Pokémon,50.2,49.8,0.5,12.0,190,5120,75,38,38,56,56,67,"['Volt Absorb', 'Illuminate', 'Water Absorb (Hidden Ability)']",1,0.5,0.5,1,2,0.5,1,1,2,0.5,1,1,1,1,1,1,0.25,1,0.0,0.0,0.0
171,II,Lanturn,Lantern,water,electric,Light Pokémon,50.2,49.8,1.2,22.5,75,5120,125,58,58,76,76,67,"['Volt Absorb', 'Illuminate', 'Water Absorb (Hidden Ability)']",1,0.5,0.5,1,2,0.5,1,1,2,0.5,1,1,1,1,1,1,0.25,1,0.0,0.0,0.0
172,II,Pichu,Pichu,electric,,Tiny Mouse Pokémon,50.2,49.8,0.3,2.0,190,2560,20,40,15,35,35,60,"['Static', 'Lightning Rod (Hidden Ability)']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
173,II,Cleffa,Py,fairy,,Star Shape Pokémon,24.9,75.1,0.3,3.0,150,2560,50,25,28,45,55,15,"['Cute Charm', 'Magic Guard', 'Friend Guard (Hidden Ability)']",1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.0,0.0,0.0
174,II,Igglybuff,Pupurin,normal,fairy,Balloon Pokémon,24.9,75.1,0.3,1.0,170,2560,90,30,15,40,20,15,"['Cute Charm', 'Competitive', 'Friend Guard (Hidden Ability)']",1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1,0.0,0.0,0.0
175,II,Togepi,Togepy,fairy,,Spike Ball Pokémon,88.14,11.86,0.3,1.5,190,2560,35,20,65,40,65,20,"['Hustle', 'Serene Grace', 'Super Luck (Hidden Ability)']",1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.0,0.0,0.0
