english_name,class_primary,class_secondary,attack,gen,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,votes_first,votes_top_6,num_abilities,evo_length,has_mega_evolution,has_gigantamax,rarity
Anorith,11,17,95.0,3.0,88.14,11.86,0.7,12.5,45.0,7680.0,45.0,50.0,40.0,50.0,75.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,8.0,2.0,3.0,0.0,0.0,0.0
Armaldo,11,17,125.0,3.0,88.14,11.86,1.5,68.2,45.0,7680.0,75.0,100.0,70.0,80.0,45.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,11.0,2.0,3.0,0.0,0.0,0.0
Feebas,2,1,15.0,3.0,50.2,49.8,0.6,7.4,255.0,5120.0,20.0,20.0,10.0,55.0,80.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Milotic,2,1,60.0,3.0,50.2,49.8,6.2,162.0,60.0,5120.0,95.0,79.0,100.0,125.0,81.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,9.0,58.0,3.0,3.0,0.0,0.0,0.0
Castform,4,12,70.0,3.0,50.0,50.0,0.3,0.8,45.0,6400.0,70.0,70.0,70.0,70.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0
Kecleon,4,1,90.0,3.0,50.0,50.0,1.0,22.0,200.0,5120.0,60.0,70.0,60.0,120.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0
Shuppet,12,1,75.0,3.0,50.0,50.0,0.6,2.3,225.0,6400.0,44.0,35.0,63.0,33.0,45.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0
Banette,12,1,115.0,3.0,50.0,50.0,1.1,12.5,45.0,6400.0,64.0,65.0,83.0,63.0,65.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,4.0,18.0,3.0,3.0,1.0,0.0,0.0
Duskull,12,1,40.0,3.0,50.2,49.8,0.8,15.0,190.0,6400.0,20.0,90.0,30.0,90.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0.0,7.0,2.0,5.0,0.0,0.0,0.0
Dusclops,12,1,70.0,3.0,50.2,49.8,1.6,30.6,90.0,6400.0,40.0,130.0,60.0,130.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,0.0,0.0,0.0
Tropius,0,2,68.0,3.0,50.0,50.0,2.0,100.0,200.0,6400.0,99.0,83.0,72.0,87.0,51.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,24.0,3.0,1.0,0.0,0.0,0.0
Chimecho,10,1,50.0,3.0,50.0,50.0,0.6,1.0,45.0,6400.0,75.0,80.0,95.0,90.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0
Absol,15,1,130.0,3.0,50.2,49.8,1.2,47.0,30.0,6400.0,65.0,60.0,75.0,60.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,28.0,87.0,3.0,1.0,1.0,0.0,0.0
Wynaut,10,1,23.0,3.0,50.2,49.8,0.6,14.0,125.0,5120.0,95.0,48.0,23.0,48.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0
Snorunt,13,1,50.0,3.0,50.2,49.8,0.7,16.8,190.0,5120.0,50.0,50.0,50.0,50.0,50.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,3.0,5.0,0.0,0.0,0.0
Glalie,13,1,80.0,3.0,50.2,49.8,1.5,256.5,75.0,5120.0,80.0,80.0,80.0,80.0,80.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,3.0,5.0,1.0,0.0,0.0
Spheal,13,14,40.0,3.0,50.2,49.8,0.8,39.5,255.0,5120.0,70.0,50.0,55.0,50.0,25.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,37.0,3.0,5.0,0.0,0.0,0.0
Sealeo,13,14,60.0,3.0,50.2,49.8,1.1,87.6,120.0,5120.0,90.0,70.0,75.0,70.0,45.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,5.0,0.0,0.0,0.0
Walrein,13,14,80.0,3.0,50.2,49.8,1.4,150.6,45.0,5120.0,110.0,90.0,95.0,90.0,65.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,3.0,5.0,0.0,0.0,0.0
Clamperl,2,1,64.0,3.0,50.0,50.0,0.4,52.5,255.0,5120.0,35.0,85.0,74.0,55.0,32.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
Huntail,2,1,104.0,3.0,50.0,50.0,1.7,27.0,60.0,5120.0,55.0,105.0,94.0,75.0,52.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0
Gorebyss,2,1,84.0,3.0,50.0,50.0,1.8,22.6,60.0,5120.0,55.0,105.0,114.0,75.0,52.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0
Relicanth,2,13,90.0,3.0,88.14,11.86,1.0,23.4,25.0,10240.0,100.0,130.0,45.0,65.0,55.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0
Luvdisc,2,1,30.0,3.0,24.6,75.4,0.6,8.7,225.0,5120.0,43.0,55.0,40.0,65.0,97.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
Bagon,14,1,75.0,3.0,50.2,49.8,0.6,42.1,45.0,10240.0,45.0,60.0,40.0,30.0,50.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,5.0,0.0,0.0,0.0
Shelgon,14,1,95.0,3.0,50.2,49.8,1.1,110.5,45.0,10240.0,65.0,100.0,60.0,50.0,50.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0
Salamence,14,2,135.0,3.0,50.2,49.8,1.5,102.6,45.0,10240.0,95.0,80.0,110.0,80.0,100.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,11.0,63.0,2.0,5.0,1.0,0.0,0.0
Beldum,16,10,55.0,3.0,0.0,0.0,0.6,95.2,3.0,10240.0,40.0,80.0,35.0,60.0,30.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,1.0,3.0,2.0,5.0,0.0,0.0,0.0
Metang,16,10,75.0,3.0,0.0,0.0,1.2,202.5,3.0,10240.0,60.0,100.0,55.0,80.0,50.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,1.0,2.0,5.0,0.0,0.0,0.0
Regirock,11,1,100.0,3.0,0.0,0.0,1.7,230.0,3.0,20480.0,80.0,200.0,50.0,100.0,50.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,7.0,2.0,1.0,0.0,0.0,1.0
Regice,13,1,50.0,3.0,0.0,0.0,1.8,175.0,3.0,20480.0,80.0,100.0,100.0,200.0,50.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,1.0
Registeel,16,1,75.0,3.0,0.0,0.0,1.9,205.0,3.0,20480.0,80.0,150.0,75.0,150.0,50.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,5.0,2.0,1.0,0.0,0.0,1.0
Kyogre,2,1,100.0,3.0,0.0,0.0,4.5,352.0,3.0,30720.0,100.0,90.0,150.0,140.0,90.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,39.0,1.0,1.0,0.0,0.0,2.0
Groudon,7,1,150.0,3.0,0.0,0.0,3.5,950.0,3.0,30720.0,100.0,140.0,100.0,90.0,90.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,3.0,39.0,1.0,1.0,0.0,0.0,2.0
Deoxys,10,1,150.0,3.0,0.0,0.0,1.7,60.8,3.0,30720.0,50.0,50.0,150.0,50.0,150.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,25.0,1.0,1.0,0.0,0.0,3.0
Turtwig,0,1,68.0,4.0,88.1,11.9,0.4,10.2,45.0,5120.0,55.0,64.0,45.0,55.0,31.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,30.0,2.0,5.0,0.0,0.0,0.0
Grotle,0,1,89.0,4.0,88.1,11.9,1.1,97.0,45.0,5120.0,75.0,85.0,55.0,65.0,36.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0
Torterra,0,6,109.0,4.0,88.1,11.9,2.2,310.0,45.0,5120.0,95.0,105.0,75.0,85.0,56.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,22.0,112.0,2.0,5.0,0.0,0.0,0.0
Chimchar,1,1,58.0,4.0,88.1,11.9,0.5,6.2,45.0,5120.0,44.0,44.0,58.0,44.0,61.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,2.0,7.0,2.0,5.0,0.0,0.0,0.0
Monferno,1,9,78.0,4.0,88.1,11.9,0.9,22.0,45.0,5120.0,64.0,52.0,78.0,52.0,81.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0
Infernape,1,9,104.0,4.0,88.1,11.9,1.2,55.0,45.0,5120.0,76.0,71.0,104.0,71.0,108.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,13.0,78.0,2.0,5.0,0.0,0.0,0.0
Piplup,2,1,51.0,4.0,88.1,11.9,0.4,5.2,45.0,5120.0,53.0,53.0,61.0,56.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,8.0,49.0,2.0,5.0,0.0,0.0,0.0
Prinplup,2,1,66.0,4.0,88.1,11.9,0.8,23.0,45.0,5120.0,64.0,68.0,81.0,76.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0
Empoleon,2,11,86.0,4.0,88.1,11.9,1.7,84.5,45.0,5120.0,84.0,88.0,111.0,101.0,60.0,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,18.0,75.0,2.0,5.0,0.0,0.0,0.0
Starly,4,2,55.0,4.0,50.0,50.0,0.3,2.0,255.0,3840.0,40.0,30.0,30.0,30.0,60.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0
Staravia,4,2,75.0,4.0,50.0,50.0,0.6,15.5,120.0,3840.0,55.0,50.0,40.0,40.0,80.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0
Staraptor,4,2,120.0,4.0,50.0,50.0,1.2,24.9,45.0,3840.0,85.0,70.0,50.0,60.0,100.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,3.0,37.0,2.0,5.0,0.0,0.0,0.0
Bidoof,4,1,45.0,4.0,50.0,50.0,0.5,20.0,255.0,3840.0,59.0,40.0,35.0,40.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,14.0,3.0,3.0,0.0,0.0,0.0
Bibarel,4,14,85.0,4.0,50.0,50.0,1.0,31.5,127.0,3840.0,79.0,60.0,55.0,60.0,71.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0
Kricketot,3,1,25.0,4.0,50.0,50.0,0.3,2.2,255.0,3840.0,37.0,41.0,25.0,41.0,25.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
Kricketune,3,1,85.0,4.0,50.0,50.0,1.0,25.5,45.0,3840.0,77.0,51.0,55.0,51.0,65.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0
Shinx,6,1,65.0,4.0,50.2,49.8,0.5,9.5,235.0,5120.0,45.0,34.0,40.0,34.0,45.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,7.0,18.0,3.0,5.0,0.0,0.0,0.0
Luxio,6,1,85.0,4.0,50.2,49.8,0.9,30.5,120.0,5120.0,60.0,49.0,60.0,49.0,60.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,4.0,3.0,5.0,0.0,0.0,0.0
Luxray,6,1,120.0,4.0,50.2,49.8,1.4,42.0,45.0,5120.0,80.0,79.0,95.0,79.0,70.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,16.0,81.0,3.0,5.0,0.0,0.0,0.0
Budew,0,0,30.0,4.0,50.2,49.8,0.2,1.2,255.0,5120.0,40.0,35.0,50.0,70.0,55.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,8.0,3.0,5.0,0.0,0.0,0.0
Roserade,0,0,70.0,4.0,50.2,49.8,0.9,14.5,75.0,5120.0,60.0,65.0,125.0,105.0,90.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,4.0,35.0,3.0,5.0,0.0,0.0,0.0
Cranidos,11,1,125.0,4.0,88.1,11.9,0.9,31.5,45.0,7680.0,67.0,40.0,30.0,30.0,58.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0
Rampardos,11,1,165.0,4.0,88.1,11.9,1.6,102.5,45.0,7680.0,97.0,60.0,65.0,50.0,58.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,10.0,2.0,3.0,0.0,0.0,0.0
Shieldon,11,11,42.0,4.0,88.1,11.9,0.5,57.0,45.0,7680.0,30.0,118.0,42.0,88.0,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.0,2.0,2.0,3.0,0.0,0.0,0.0
Bastiodon,11,11,52.0,4.0,88.1,11.9,1.3,149.5,45.0,7680.0,60.0,168.0,47.0,138.0,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,4.0,2.0,3.0,0.0,0.0,0.0
Burmy,3,1,29.0,4.0,50.0,50.0,0.2,3.4,120.0,3840.0,40.0,45.0,29.0,45.0,36.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0
Wormadam,3,8,59.0,4.0,0.0,100.0,0.5,6.5,45.0,3840.0,60.0,85.0,79.0,105.0,36.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0
Mothim,3,2,94.0,4.0,100.0,0.0,0.9,23.3,45.0,3840.0,70.0,50.0,94.0,50.0,66.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0
Combee,3,2,30.0,4.0,88.14,11.86,0.3,5.5,120.0,3840.0,30.0,42.0,30.0,42.0,70.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0
Vespiquen,3,2,80.0,4.0,0.0,100.0,1.2,38.5,45.0,3840.0,70.0,102.0,80.0,102.0,40.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0
Pachirisu,6,1,45.0,4.0,50.0,50.0,0.4,3.9,200.0,2560.0,60.0,70.0,45.0,90.0,95.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4.0,11.0,3.0,1.0,0.0,0.0,0.0
Buizel,2,1,65.0,4.0,50.0,50.0,0.7,29.5,190.0,5120.0,55.0,35.0,60.0,30.0,85.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4.0,20.0,2.0,3.0,0.0,0.0,0.0
Floatzel,2,1,105.0,4.0,50.0,50.0,1.1,33.5,75.0,5120.0,85.0,55.0,85.0,50.0,115.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,11.0,2.0,3.0,0.0,0.0,0.0
Cherubi,0,1,35.0,4.0,50.2,49.8,0.4,3.3,190.0,5120.0,45.0,45.0,62.0,53.0,35.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
Cherrim,0,1,60.0,4.0,50.2,49.8,0.5,9.3,75.0,5120.0,70.0,70.0,87.0,78.0,85.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0
Shellos,2,1,48.0,4.0,50.2,49.8,0.3,6.3,190.0,5120.0,76.0,48.0,57.0,62.0,34.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5.0,3.0,3.0,0.0,0.0,0.0
Gastrodon,2,6,83.0,4.0,50.2,49.8,0.9,29.9,75.0,5120.0,111.0,68.0,92.0,82.0,39.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,4.0,29.0,3.0,3.0,0.0,0.0,0.0
Ambipom,4,1,100.0,4.0,50.0,50.0,1.2,20.3,45.0,5120.0,75.0,66.0,60.0,66.0,115.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,3.0,0.0,0.0,0.0
Drifloon,12,2,50.0,4.0,50.2,49.8,0.4,1.2,125.0,7680.0,90.0,34.0,60.0,44.0,70.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,1.0,10.0,3.0,3.0,0.0,0.0,0.0
Drifblim,12,2,80.0,4.0,50.2,49.8,1.2,15.0,60.0,7680.0,150.0,44.0,90.0,54.0,80.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,3.0,16.0,3.0,3.0,0.0,0.0,0.0
Buneary,4,1,66.0,4.0,50.2,49.8,0.4,5.5,190.0,5120.0,55.0,44.0,44.0,56.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0
Lopunny,4,1,76.0,4.0,50.2,49.8,1.2,33.3,60.0,5120.0,65.0,84.0,54.0,96.0,105.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,21.0,3.0,3.0,1.0,0.0,0.0
Mismagius,12,1,60.0,4.0,50.0,50.0,0.9,4.4,45.0,6400.0,60.0,60.0,105.0,105.0,105.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,6.0,34.0,1.0,3.0,0.0,0.0,0.0
Honchkrow,15,2,125.0,4.0,50.0,50.0,0.9,27.3,30.0,5120.0,100.0,52.0,105.0,52.0,71.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,5.0,20.0,3.0,3.0,0.0,0.0,0.0
Glameow,4,1,55.0,4.0,24.6,75.4,0.5,3.9,190.0,5120.0,49.0,42.0,42.0,37.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0
Purugly,4,1,82.0,4.0,24.6,75.4,1.0,43.8,75.0,5120.0,71.0,64.0,64.0,59.0,112.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0
Chingling,10,1,30.0,4.0,50.0,50.0,0.2,0.6,120.0,6400.0,45.0,50.0,65.0,50.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0
Stunky,5,3,63.0,4.0,50.2,49.8,0.4,19.2,225.0,5120.0,63.0,47.0,41.0,41.0,74.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0
Skuntank,5,3,93.0,4.0,50.2,49.8,1.0,38.0,60.0,5120.0,103.0,67.0,71.0,61.0,84.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,2.0,6.0,3.0,3.0,0.0,0.0,0.0
